"HolderAddress","Balance","PendingBalanceUpdate"
"0xc2427a09d88b16a3cfe95f037749554578215bd7","145.36112742","No"
"0xac1550148b926b6255b808efd435f14cdaad9b9b","145.31566059","No"
"0x1fb052ffe3280a57b4d06d9121d65b44d2372f03","142.30217358","No"
"0x62cf7bea923b24e478093510142fb296de938a4f","141.45451586","No"
"0x594e575bc155b2c9f9524b6a404ece0622be411c","140.49103033","No"
"0x62630762b3c8f58c65a90e1d5c5199b6a87ba390","140.4494382","No"
"0x0a68009106c0855abc74136a67b622d041d925b5","140.35963715","No"
"0x09307ca0bac538dfc51758b2d371276ac052f75f","140.00000166","No"
"0x8ac894f15d09adfd10d446b47d7d3c90ff192032","139.46700529","No"
"0x709f4920c2fcdd05c4163780252d7900c8662c17","139.23698134","No"
"0x60a8287ed0a98a8514de4c5c06cc3ead91dfd1f1","137.52138841","No"
"0xb31763897d4ea872a1506c175065d963b60b5673","137.05436178","No"
"0x418740e19536785a1fa344fbde300114e65cd301","136.71475865","No"
"0xd0bc5a313d0e1307112a0b5a1312b60079e04491","135.95648045","No"
"0xa602d9e50abe832cffc7b800994c4bb37273b4a0","132.34515616","No"
"0xf49cf0d63d4b6d4e96aaf6d47ec137ce47a9d2bf","132.11003771","No"
"0x202b1793f642c750e528ce462c17bc588211b152","131.95029158","No"
"0xc8872bd5c46bbd38ec6958971e6a7e4989ff896d","131.39418822","No"
"0x77fb01c4be33ffe8e338cc7341a8e1c9075167ac","130","No"
"0x536a366c559f05d840f55eb9f3a99fd23f8329a2","129.95914232","No"
"0xc7ab7c6ed66efc72ed52503626819a8d10027970","129.57387934","No"
"0xa7711a889be65cdcb478d779b70eec37490a96f9","129.3906781","No"
"0x476dba4812de859406ccddda651087a000c86459","129.26243567","No"
"0x494cdb1daf4a5dcc040a05ef6b48404e4af8ef8d","128.58623198","No"
"0xcf86e361c0a34d8c60680c0a974de4b8e8a02899","128.50718609","No"
"0x5dbd15dc37d65ab35ce6b8789eae617330842bdc","127.47875354","No"
"0x02a5ddfacfc0fc78cd81ecc545362bea4d82f8ac","127.18691074","No"
"0x4778c094ba612b1e862b62b9aeed426220de52ef","126.94298271","No"
"0x08e36ccbfa986ae9356ba449e7eb8c7295dae370","125.62820286","No"
"0xfe74dcefebe7c5185dc6278c42ab465724317aa8","123.63745986","No"
"0xf4a8a43c39112dd0fa9bed507b223fd3df8d12b0","122.46671591","No"
"0xdbd6751df9d464c386d665386d056e4a7175c0ae","120.98931592","No"
"0x36909602dc6285aedf95f9bcb359113faf6696f7","118.79869173","No"
"0x8fec73020a7cf6e30cf00de12c6312fd4b755ded","117.02664124","No"
"0x2019b4153a3abfabce39ea2a0a09dec1c046c0ab","116.99511031","No"
"0x34f0a15952bd2eeec8167382c82046136677b7b0","116.92307692","No"
"0x19ae5bd941bc2f1cb75db4714cc036790a5ff36c","116.72741591","No"
"0x6af467a4a4249eed07e6dcde0d96137063efe58a","115.35948788","No"
"0xcef9c71714df482f501c17ebc04f68b3b112b127","114.88061212","No"
"0x5a9565c93ce16be8e4a43a8990733218b0ca220e","114.21319796","No"
"0x74c5e17cae170c06482137dea33efa7ada2b55b1","113.71085298","No"
"0x8a46fdea92ccba0d6b9aed827e889921f3dfad1e","112.94623497","No"
"0xbf30fd3f7cc86e85bb2bb75c78fa5443692b3e0e","112.89658014","No"
"0xa6691aa242e36e1204c2d5086c887313ffdecff8","111","No"
"0x9ca602c9ac76089e5a5c138eacb03ae1e721c2b6","111","No"
"0x4e0b7750f8c466190445a7511b76f8a7e20b2f00","110.48647622","No"
"0xc6764839c16fc768304dbd245c9ed76367b40f22","110.38038863","No"
"0x6fb817cac203426470b2c744ae7209e7f10a25f3","110","No"
"0xee8e4965c77f735274c690438a3f97b476c8c09f","108.75414955","No"
"0xf42a65a988cc5fb359edb98ae4c1e18d4107e60c","108.1727943","No"
"0xb4d994db823e9a7411f1be1b8b41edcf3ad53e1e","106.00408577","No"
"0x204c77ae92f3218a2c578bcf278ee3dcda997221","105.53892957","No"
"0xf9c3bd77aa3f025263c62b1b5cc9cd11b942f526","104.80159543","No"
"0x9d8a925cce3fba655865555cd29f1d82ab0d6622","104.54783063","No"
"0x37609c635924358be07fe80d161dc12610b63e94","104.33078328","No"
"0x3605dbcacf721b53405ca8d1b219882f538ae032","102.80514504","No"
"0xe397e2f81fe17d338ff3aed28ca252e5f9680fa7","100.78777102","No"
"0x98a355b25d1baa16c5eaf140e58efd5f97dc2f17","100.17251766","No"
"0x6a4dd30ec3572df18190b96c3e3601adbec3f2ee","100.11873471","No"
"0xe2334c419ad09d9fb55e6388cab5478ee56006b2","100.10227278","No"
"0x3a4cb781e486241f1571c8b284d90d0386e60ad2","100.02496497","No"
"0x59dc55925bfa66ff1540fb9d183293ce6edfd491","100","No"
"0xc57e46c9e65c1340bc5c867e858ea5a7aa54dc74","100","No"
"0x057e070a6b7e85e2c5cf18a26c767d737931e7ce","100","No"
"0x0398092a3c102a4559acd5df8fede76842a55ebb","100","No"
"0xf80e02fb26350bedeb05a32959898eac93edfb48","100","No"
"0x0e3167da5e6b3f844e7a21e9c3d118b68c981a41","100","No"
"0x4f97216b6e304575a19f1201d596c8ee543817a0","100","No"
"0xe7715e1aedde7c316957850c04113bf25acde647","100","No"
"0xf80e20688b4043e4e11ae404494b67f36469223b","100","No"
"0x4ab1ecea5507b42c905d370fe0868d3fa929885c","100","No"
"0x8803383cb54016d734ce4b26511e0f01d08a6359","100","No"
"0x1272ad9263807e7d6049c81597f0b9925c3b6e5d","100","No"
"0x486564874a9b1115ab76ac824cb39d19cc0fbc6d","100","No"
"0x0eea3aa49c2950a9b49203a06480764dadffa553","100","No"
"0xa1c0c60330cc521ca4c5deadfe145822559bdf0a","99.8127715","No"
"0xb43b437632985ac46e556abe57a535b5380d3f47","99.06443086","No"
"0xf3a67f2b9600c0c395b86747229bfcbf0273fd46","98.88402316","No"
"0x51b7e1616b9d86fa260831877f74d89e3731606b","98.61660079","No"
"0xa2d731653a2c0bb07720decdf07ff53f2e7581c1","98.4731575","No"
"0x3b2991bacb4e05e09c4f610064adae6c353ac56c","97.72370928","No"
"0x065e8e443d3fc22537266db35e980e9d4bc90735","97.67532721","No"
"0x790d58fc5475342839fcef4e3dddf52313f57f5d","95.69992647","No"
"0x484d4f201ab32c48833db653a9db9739aa1dd1ff","95.6937799","No"
"0x4039604160fe194dcf97fd9e842f89e965fa640a","95.02066003","No"
"0x718f8cfb9c459f0f8156eae852bced1b454e7d8d","95","No"
"0x2118ecb42cbda55d2efc3050b5637ca1befc355d","93.89448185","No"
"0x42c5f6fb7b7c937d78544b30c653aeab93331cc7","92.72962682","No"
"0x34a036d7e35caa76ab9f77e2f306eed1b52a87af","91","No"
"0x46f97c266a46f45be1e89207cfd2a5d782bbb300","89","No"
"0x2c4ead164109b311dc34e4ba251869f56594b8f0","88.40003761","No"
"0x631ab4f5768c1beb95bf0b735e0c4b35252b993d","87.16614201","No"
"0x39914c5ba11bdbdd906809c0eccbc146832a3735","87.07308512","No"
"0xabc99d84e5bca559f0923d518c09af2efb75e6a1","85.71428571","No"
"0x3a28db9041fd5c508da127d7171f53787476e5c8","85.70273285","No"
"0xb17be52ba5b1da1272f9e067e5060e2be2a20c78","84.8644672","No"
"0x6c29d6218c44675ef378833dd05473392364e9e0","80.28278685","No"
"0x169d63d5603b5728fb01b97b1d04398d9dada520","77.93742058","No"
"0x69d98bcfd65fa69f19b14c32fbdabbaafbd57f96","77.33901772","No"
"0x09cd2552f0f0d5eb4c3a821313927fced1814aed","77.30236567","No"
"0xce4837d473590aabf2778d456c05a4e7f767f56a","77.04160246","No"
"0x85f6ea2037b883426f314b1a0b381801efeacb60","74.66683778","No"
"0x41631d3773754e4986feadeaa9be07b3fd91ed7d","73.35329017","No"
"0xfc2b1fcddb51507233580f1a5438268639dbd918","72.19777878","No"
"0x6d18eedc83be6624fc46718195dce1b26839f4cf","72.13328369","No"
"0xb620ba145abd9be1734d538e77672d28d5b8ac12","71.18783726","No"
"0xf37704c7a790c26b0b63de1638b23299f8dd4e5c","70.92198581","No"
"0x9dc8614f2a7c5c2f27248ec6370fbd3b0ab2196b","70.88233637","No"
"0xd80740e4de7fc53795344f41eec0b4b3d3d828ab","70.84252261","No"
"0x372f19a800d06e155f39358e0051e3504e13994a","70.80369843","No"
"0x488802f4ec0ea83966279634c4a3fdfcf6802814","70.39200167","No"
"0x882fbb4878dad74ab3b3ad21623e9dd9c544dd8f","69.81562971","No"
"0x377ff5abf35931e8f77151970b88184f9813a5ba","69.73124743","No"
"0x483b05b4b224427edcd1f21732d595752584ca71","69.4293227","No"
"0xf6b33cd3fc3b7a4c3498a657728d6686bdc7230d","69.41009198","No"
"0x3bfbc163db210b4f9e76c8905a3078f5dafcf943","67.82786353","No"
"0x9d03b551a29e75d80f16ecbdcc93dff2600dba75","67.28020788","No"
"0x1a6788d1d0a032432d4c901d1c47b1ee018c1943","65.43563058","No"
"0xb1ddcdd6da4855fdc861c31626120a95837401d1","65.36799104","No"
"0x3ce895949019d66f0569556c60f2dfeda46e7e31","65.34537289","No"
"0xd1cac91c1a4235451e99aba95ffbc3e497d33560","63.43784409","No"
"0x9e3c78aaaff50dd300c653b00e00acdab12fe992","62.65433529","No"
"0xcd71f71adfab2f441c88a7f2ae6266288f914427","61.96554715","No"
"0xef8595dbbe138e5590baa37a38c0b764865889b6","61.05456322","No"
"0x8af6efcd97826e859c511eea0cdb285a72672de8","60.9498","No"
"0x6ad18b3cee256641a453ce3816078cc636507f16","60","No"
"0x8235a8a216ff4a1f252ac732d71f8d2980e20df5","59.57889975","No"
"0x015a9e18dd42158bf36c9f4c74572bb2287f8dbe","59.54571592","No"
"0x83f67bc86fc48abcd38baf61f305e6e199078352","58.62610806","No"
"0x840caca55c838b92063cccbd41daf56af3eb801f","58.15362248","No"
"0x080f8d1aebbaeaa1a82359253e1a66666be07c36","57.8283676","No"
"0x3906dcacd4ddb2aed4753e08d676d7aa63b606ca","57.03527573","No"
"0xd620ff1c757dfdcec77657e2134f7ecb9214f5dc","57.00393133","No"
"0x576da0260daec56d8ced30536fe9fc84e7d15542","56.61558917","No"
"0x116d132238864d48489e884c255c47db34092b74","55.55555555","No"
"0xe920d28483dae2d7d66d74ea18c47472f7a72f9a","55.49389567","No"
"0x301cab93ac29673eb899dd7d01774b010fab255b","55.06464938","No"
"0x6252ab3791ab45adac5ba8999fd5dedf630d407c","54.54842947","No"
"0x09fbef77ff6e5c4ee70e61a877404c2d0b7d698f","53.84449709","No"
"0xd605b7b74ab013ad18b6998816d06ff555e72d60","53.77150446","No"
"0x6ea0bfc9cf91340b88cd6a7dcdf505c52b4a438d","53.50803864","No"
"0x64c9b212a6e5705d0956571812f97e35fa9280bd","52.86620121","No"
"0xed268cf1b986f4991ecd24b91fbaa16e938a43a1","52.83898364","No"
"0x7da8d6121c4abff6a8fdc62530aefeca23f62414","52.65374894","No"
"0x12916247bafb7ab286ec0b4ce0f4fdb8052b4710","52.47588104","No"
"0xd91c566589852cb941fd3c54b0b080b4fe52d988","52.47140308","No"
"0xeda403617273eee8299a8a57b74020852a6fac44","52.1437848","No"
"0xf4894165ae47d65c70d9ce84988095860ac3f912","51.9574","No"
"0x58f38ea9451f4d33f1a7032fe9d76bcd7ecd0f12","51.68225748","No"
"0x3e4023c9a9c63a8ed0183f71fd211593bc19413d","51.43040822","No"
"0xe56ce9b2d118f9af3784f5f95dd2a83700e2ebf0","50.80614543","No"
"0x062c95b0d69c8bd913d5e1fe0e9ea00bd0f34b7c","50.62213964","No"
"0x7052cd2c58e40aef2b4c787929e271207e64bab5","50","No"
"0xc9637ac7abf4c00fc94f02f8be5838f51332b114","50","No"
"0x502b400a869d10932d791a7d5cc02c3417cda13d","50","No"
"0x949f0d44044a1419cae88ad97f684222332fde77","49.85696039","No"
"0xb6f8df3cf0f9b5fa278bdbb4768af6c9888e275b","49.69892026","No"
"0xc23ca051fc6ad307bb07c1b27e22391bc8f22a44","49.43561496","No"
"0x1e00b1213abf8b541d10bec925d15a753123e60e","48.97159647","No"
"0xe05df26e73d2adbcc05fdd6034754092b4735d91","48.80541714","No"
"0x1b5a4ef579605a41f51cbafae0f96cd68446c0f7","48.46241959","No"
"0xcc02d216cce1c5f378e1470d4147bd2418831678","48.18203687","No"
"0xee6628b1be1b3571a19cc44edefca0ed46c6ad08","47.96504735","No"
"0x0016f6721d669fac3b65870ec9b533f417d615b7","47.70992366","No"
"0x25406dd577d784f5cd3e51f5caf3361645b4bc10","46.57138733","No"
"0x90ef0c345b742b792b13d80212fbba05bd366dc8","46.06927418","No"
"0x27a1820c42aeb563c9307c64e5cea1c417ab47a5","45.65717994","No"
"0x3724889aa6d095cc1630f0f72423cb6c9aae1e7c","44.96048728","No"
"0x6f448878bcb39743041b229e1740bad3e67b74a9","44.03344145","No"
"0x9ef1e728e04e8860808e895d163ffb4aa5dd7845","43.76090685","No"
"0x4bbfaf6140948287ad969920b14258de70835888","43.56123009","No"
"0xc75640b6221135c45ee62e2ff7cb954aaf6c0c94","43.44879651","No"
"0xe14594d191a6e4e056daafec37d807e3f7697798","43.30077099","No"
"0x4816d64f4ad6318c8a8d4169171d457da9104b4f","42.48768472","No"
"0x19770a898a4186b64ecf7f2caa85b92e6f2a546f","42.34168785","No"
"0xf3dee3291997fe808cdb177d6b4c565cd7f7252c","41.99178644","No"
"0x2e46d6420c704f4ba00aebd642e4b8a0742cebc3","41.41358365","No"
"0x57988fab6c77c35bfc0860e76a54a8cbf6e9873f","41.31247284","No"
"0xcf5e2066dfbf24ccaf055f7597d602109f3acd9e","41.00076589","No"
"0xa6384f77c5fe5b773779e732b11ea6f4d00ab7a8","40.2730578","No"
"0x839612ed5e5975d7c019e1b0bfc7d4e6c24383e2","38.77259267","No"
"0x1bac198774d90e6d5ac8154656187ee1c7163a9c","38.25066938","No"
"0xd30566f14b1bcc1df58b66eee67d1035526b9930","38.13882532","No"
"0x91b6475fc22a9d45697db64007c2de5d6a1e0bbf","37.4591322","No"
"0xca60443d5042c34dfdf3f009c1f52b3b92d1a30e","37.37482705","No"
"0x4f108f6c5e1811b0bce774578c73048029b5c7d8","37","No"
"0x8de4ee616fa9cfb5f9042bd49343afd1a822105d","36.71071953","No"
"0xb6bf5858b080c352b41a01ae7a6fcc4c2b4b746f","36.02045797","No"
"0xbf759cc25f30dbea42c1ae7f4b22302a0a365a21","36.01642015","No"
"0x9e03237a0ef92a6b6d8d0c569fd40d227371efc0","35.9110521","No"
"0xda2b0282d8fbd352e2581253ca1e8e74279ab65d","35.59918898","No"
"0x9aa266a887df2d11640fcbe63702f316d0826637","35.42676819","No"
"0x6599f3e5fc6018ce9a3e61aee05187bb25b6b954","35.41388184","No"
"0xb173c557b9b71001c65b573b13e7c3b697a3c0b4","35.30498416","No"
"0xbd0e2a92771383fc95dddd49cc3892a4dc4f5de3","34.46021243","No"
"0x9fca6feb39462273372e2915024a31fca775d37f","34.21142661","No"
"0xfb0aae06bf77693ccccf27d9c7bba4c454d48b42","34.09478349","No"
"0xa8cb8926d4ff8004c73f6feda87745e1cc91c225","33.66061899","No"
"0xf1f6926bc56ed35a5c4c8c4b10227c91d2ddfa88","33.20751813","No"
"0x8e207f22755167a73efd7b2f2b9665acf556f6f5","33.1711632","No"
"0xdbc10ce6b70d48e52c13b085842e22f4208c40e0","33.140118","No"
"0x9f6f7a65d17b72619493dbd5c3bef68d1482dfcf","32.14980026","No"
"0x60b361b3ce9e0e914b364bcc409d8c4549727932","31.98294243","No"
"0x465f0c14cd86d362aef431f70c8b53980818d887","31.62456698","No"
"0xf9456838e50689c9a12cf89e9933412a3df2bc85","31.41394961","No"
"0x4e32ac23a899e312753ad3e2d87540e0e23e238f","31.292517","No"
"0x376482edc891d0119340924a74aa7578b67d98eb","31.25514787","No"
"0x17643e119c896a904194700b3caace878fd144f3","30.68217507","No"
"0x8d1d96a7184446053e4f9efeaa5fb4cdf180b9cb","30.03905076","No"
"0x192bfb90230df319620c255d095ecca0c223a279","30","No"
"0x71165460ce8152d0f770889c86115b8a226a9231","30","No"
"0x5d5fd68bd9f83d141fe11db6a49a3c5fb613da0e","30","No"
"0x67c56511a79cd1e7b42f5e97e4e704ffd96e5898","30","No"
"0x382ffce2287252f930e1c8dc9328dac5bf282ba1","29.67060758","No"
"0xaccfba9a54425bb3e5bc2467c2a75a9c1c5523c6","29.21511627","No"
"0x1dd36dcdac439ffac387b87f76279911047dedef","29","No"
"0xf96da38a4d4ecc5754a09a6c7a0e81b21c90c7bc","28.88186212","No"
"0x0dda57bebe36f0a83a438e1cfa2163b6920816e3","28.866518","No"
"0x8efd24a76dd1108c8c4e1c4f3bd107e28af95ac1","28.42090801","No"
"0xdd05a53ad9e181a1a0eecf00855bb0c36e474e22","28.32058906","No"
"0xf7381b006db38880961c411f50b8078155dbade3","28.09110629","No"
"0xcbc812b8b6d8860e2180e1ec8c84b8a8ef2efd5e","27.70828416","No"
"0x12a1dbd6d8ea8762e144bbd2eb7580f8f541bb33","27.11864406","No"
"0xce2b43be0da03f958a5dd34dd7b24e73dd779271","26.45741355","No"
"0xdca772d4d5c88fbf717b329c1899795dc2e085fc","26.28666297","No"
"0x2b63825bc901ab55f6a599d9a82708d507692ab4","25.94033722","No"
"0xdf34740856a354192c1654ffaad7bdb25c331e89","25.87322121","No"
"0x8261ad1cca935bf862289a37fda2e5a7596dc5db","25.87181903","No"
"0x00a2ae0b63a1c30996d365f135b4ba3a42aaf1cc","25.84993572","No"
"0xdbb3586bb1a8cebed6bc1bbd813f341c5c65f7ec","25.67428718","No"
"0x36b8d0b7cf4e1b2d37f809c9f3e062b64a3a5ea5","25.47531903","No"
"0x511fa2059624e9fc7be1aae20d9a8d1cbab63c29","25.06625415","No"
"0xcf5a8edf4f1d538d085ccf7b23575a63096e74ee","25","No"
"0x9e8907fb26a4e07045112c6cc4603f607161a4de","24.99375156","No"
"0x2a12f82839cb681d06a1166b2c7c282e5bb4b66c","24.97974888","No"
"0xf0ff16a56cd9a7518290aa4276e9501fdb374a46","24.55661664","No"
"0x1174a80a03b55ccc99b3eb4ffb0d6edc59a39805","24.4375","No"
"0x583cbca84ed57393e042e9ff8378f8a638e36839","24.40929505","No"
"0xbdc18553548d1ebd2c4456646b379fa8f69d61b4","24.14001207","No"
"0x1bfb7aa30a7deb115e2960cbf18c578f279ead2c","24.11309833","No"
"0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3","23.61400416","No"
"0x8c0000e050dd5008e04ca5e4fea6a856173fcc42","23.32580758","No"
"0x2a9718deff471f3bb91fa0eceab14154f150a385","23.24068048","No"
"0x26bb0234e998a72b8f719bfd543a8a4af0dfbbbc","23.05842268","No"
"0x4534abbabe213088d2c702bd59fa7de26113a403","22.09840103","No"
"0xc5399cfc64433b67edf0145fc82823e5798168ef","21.95330899","No"
"0x59c3e5644cef1cd9b56c55c9c65a07ad9b492bbc","21.89086177","No"
"0x041b5789c0caea2d9575161a41755e0a964c19e3","21.8874044","No"
"0xcb0e921a92fee0ef74bd736118ffb7c38b4a4a63","21.17424765","No"
"0x36feb704c4a7b128987560a3a9343ece79a6c8ff","21","No"
"0x1140357acbb30f54264be0748aab1cab36b6f9f7","20.91062394","No"
"0xd94f931cc5e574bc3efc68ca74f49c5e0bdf63f5","20.63157894","No"
"0x6b98d92553c680eff96aeccc47cfe90787b3764f","20.51867851","No"
"0x6cb264194af62ecde83c3e13aefcb7e2a70b0bfe","20.39517749","No"
"0x3b329114b245d12115845aed16404cfcf78414a1","20.23638857","No"
"0x1e1148cd796ded55dc541e5210298ba92dd31dcb","20","No"
"0x7e4a5e7def7a222db205a3b0034829b674a1d100","20","No"
"0x77134a47d13f6f5c43a30e85f24dbd8e5c49751d","20","No"
"0x812cf5de7b9941171dcd32af3e97a84a93ad9588","20","No"
"0xf0eb401cbd2c1ac4e09d4292c6399fe1a4110bcd","20","No"
"0xf772e5346997847ce8eaf7447c2f39182fbe1520","20","No"
"0x8611f1c83aaba53035dfee5ed6cc614b4dd2acc5","20","No"
"0xee9217bd5a6c6984ddbd62f06aadea8ffe7a7559","19.91601819","No"
"0x9e84a489fb93de594ad999aa962f2aa5bbe9b9da","18.92480807","No"
"0x8870be7a51ea36a06ead2c35ee22e3919b7fd2d3","18.57720236","No"
"0xd5147d623e86b53d0873901d00bb3f3f99679f1f","18.56837805","No"
"0xdedf5620bc488cd2d0f104998f2938fe25de2390","18.55373625","No"
"0x76d58cb875cb9d4c5c6c966890e92db814ca1b95","18.54258528","No"
"0xdaf10e8c84ff2976b55e6b510080734e24ed876f","18.41620626","No"
"0xb5fea19954528f3eb8cd88a6d4d87f9a2d555fe8","17.48251748","No"
"0x34960a5ed013941ca48fc7a197b2daba7c5228d1","17.35715614","No"
"0x7ed1e469fcb3ee19c0366d829e291451be638e59","17.33222095","No"
"0x84259b759aabd8122e210aa8672cf0b0f8cf09c6","17.31353197","No"
"0xf72fdaefae281f0f7a85dbbefdb19726555b4634","17.17432571","No"
"0xe6ab13927b5a6c9016f08cc3ecb1249acb34ca79","17.04868346","No"
"0xd6d886ca7678c79f89895aae4c23033f4e40a803","16.69218904","No"
"0x310340dfc9d99aac9c62f13e7299d181fb238ba2","16.69060431","No"
"0x84116213298a41889e13a248d366ec65801b2fef","16.4095641","No"
"0xa3a7d4f24ea1e388d66966d047ac8c051398959e","16.34005133","No"
"0xde54982bd49f83f49069ee02ffe6c2822b8bbdf4","15.93438938","No"
"0x42e5a959f3ab681aaa13de58a897ca2080544d93","15.76093809","No"
"0xee5b207b1a4fe590befb538025cc467ba8899238","15.7226792","No"
"0xe1f4f5ae84e2d01a61478a9d3b149558035da875","15.38461538","No"
"0x2c352c3e4bda141c8e2063dccc0902566d1e8df0","15.37757657","No"
"0x0494ec273ef3c44095dd8d858e95ed788f0b255d","15.13757448","No"
"0x1114757876b8a62cad59e87ca0961c4708da0dff","15","No"
"0xb5cf4ee85df35096b5568c1220ebca220d427f33","14.91198937","No"
"0x8c1c703acfa48947053b13cac02df1265464dba8","14.49275362","No"
"0x92aeb76d7ff5691d22ca76fc89205389df0a2c6f","14.38228102","No"
"0x44cedc4b4d042132b908b243a77138386b13becd","14.34308663","No"
"0xc5bf8e8f23016b3ba7afe7731c3e3b9a231c93de","14.19238644","No"
"0xdccee2af9891ec4f3a9adc4208a45b2cae7e9083","14.10580642","No"
"0xa8257b4903a45c0043035e1a7ed368241672bd96","14.09715123","No"
"0x441cc1712f95648743bc60272502e18ee020e924","14.08468414","No"
"0xd7b9c435165026b45a856fa2e25b3dcf911881d0","14.01062867","No"
"0x1c892643afd358c9e44c35ae53e16441e503a94d","13.91032209","No"
"0xf8c990e3a73143b5d090f3743f7c3232fc90b467","13.43002954","No"
"0x8e85b4b9d03036bc96d523224b21627ece98561d","13.24649215","No"
"0xcdf280e3032eaebb4c85d58e454283ce0eec7044","13.14440842","No"
"0xc41aef0890d9ed0a2c7930a1b0a8d78c15979786","12.84692417","No"
"0x42426bc3935cd4def70935c9aaf6a20e741ce968","12.76449512","No"
"0xfdf04cd9f2b33c6c70656e93ad21a505e3573665","12.60736196","No"
"0xdf8bef0a00d4fa981fc420f0bcbb73d1b50c7928","12.41778095","No"
"0x44f4aee9bdcc9ba495e12afbcf8fc29e606460c5","12.31345121","No"
"0x172b299429f7ca63cefe0cfa1d560da2623742a1","11.95657372","No"
"0xb4448854f8ce1111e8268c30c1c70da861c2f0bf","11.7249058","No"
"0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","11.42013549","No"
"0x3adba1b09a15f56a360c65bfed6f1ea76e32e353","11.17006422","No"
"0x96a34992c69146d574f1be8e4cecab317a01183c","11","No"
"0xd867ebe1179e4beec4522b0231911fc62bbd900c","10.99369017","No"
"0x5eba7298d01d8638b71372587060365be5854559","10.84595031","No"
"0x8fd4276fb67c8dbdc2cacc6b334a3fafb7580afc","10.84069597","No"
"0x26e8c54125bef087a6faff1c203ae71b92cf5b47","10.83775875","No"
"0x47f6de5940e127240ab5264a3f315fac4fbb544e","10.8","No"
"0xe4c2bfa4a0ba588c5b1a7eb57a20c27023dc98e8","10.77199281","No"
"0x2da669a643750f8ecb8172de304f70efe1e0a867","10.66276395","No"
"0x90eab576651e7344067b70f90f6f1e39fcf905b9","10.5999576","No"
"0x2670616b8693dae8d131882d8336a063af1b4f22","10.52631578","No"
"0xbd416059c2f00a0074b3de329aac76517729548b","10.52036929","No"
"0x26bfc9bc489186d0465054c42b9ff279662d8d44","10.37168894","No"
"0xcbaf3a9a3c1d00e2bf714fe8941625fdfdfc64b5","10.35089535","No"
"0xd1bccf5b38426300752afe4095d4a163d2f35b40","10.33271337","No"
"0x005e103c427a0a1ca4f606fce3b8bf627b092450","10.29531292","No"
"0x98645a2bf1cdd1041dbb11e8c035e3687f673e6f","10.28467465","No"
"0x1528e998050fecab991cf3f1351d1b712a51e774","10.24837231","No"
"0x8d6553ebc18d18ce5e26430d97c08b5c179c0681","10.20815021","No"
"0xcf98c7f7569daa2d64402a7e4c9c69bf468addb3","10.16292234","No"
"0x86215b03a5f28633c0bd73be308590da72b25440","10.15473887","No"
"0x8d6cdd3a10f0e251d9fab4ff07fed35ca414d2d3","10.03764115","No"
"0xc42020986cd687d9bec29b34984ce3fa46bf1508","10.0361055","No"
"0x2bd6d77236839b176efae474b2591653cc3c88d4","10.02045843","No"
"0x0701b732a321cdc055e9802ee8b83a69d918b6f3","10.01430615","No"
"0xfa112a313d5f2df5284813447092c373c4833f0e","10.01227552","No"
"0x4a9873af9f2344deba8eb2a7e10709ce71597f0c","10.01201441","No"
"0x024ddc0a6f454d1bb5e4dda12c70ed80c0daac3c","10","No"
"0x8b0b041442e32b1afb8c93220e7cda63157d1f58","10","No"
"0xc9d771ec970ae105a6a95511427d23e75b30b578","10","No"
"0x2775e2323f562d9496a70f812c857dce1e9c6644","10","No"
"0xcea7bb5585776d478517b16c0ece07b3488ca226","10","No"
"0x908139c058a395f9d918e8b54fc98e87cf79b40c","10","No"
"0xd26ecf114b06edfafd4e7c9ea2498943730a7f7a","10","No"
"0x8a09b7ae951d7120ebc77211e0e8d4b96292fabc","10","No"
"0x7092f2e5d4bc1ca4494d64f2d8b9dd9726839218","10","No"
"0x282c623b7a15f4c99a619a8e2e9bff67ac1d8b80","10","No"
"0x131599d00c4c28b218bcc48c958e982c3b7124c8","10","No"
"0x4950f4dcf76195fc5510ce2276dbbeacbb20be5c","10","No"
"0xbd5011c2737cfd9d622b0a0b90ed9a1272cdd6f0","10","No"
"0xd439c38183ec60359eb72c62328f5542ae5471a8","10","No"
"0x82cc7abfb7676189e98ddf9bd05793ac374011cc","10","No"
"0x7b7c9c1cccd50b0f8979ddbb47142285a6f084e9","10","No"
"0x3c60c541dfcd39a26facf74fe61ec60475a45a8e","10","No"
"0x7c5210ae1240deea25764ab2e3a497de9546fe5c","10","No"
"0xa84b3f431fcb0ad1875c9e17c93b7d964c2036f0","10","No"
"0xfc04b1a91c001a495278020fa1707e2099f59572","10","No"
"0x785e0bc1b613f06d96c54bf02ae1bf2d17ed7615","10","No"
"0x542220e43c347777cf86f6c559f50e3baa79512c","10","No"
"0xae494420ed53e131b0c08f969f87fe8db7b18ca5","10","No"
"0x4ac1844712db4ad1c80a7080da372a9330f14f41","10","No"
"0x2bb33c3102205d909055399d5dc784136cd7328d","9.83333333","No"
"0xb7a883569c1d1aafffdbdab06fe9616ce738a227","9.77","No"
"0x1c059f41df9f0f4bef616ade955a827c075ff1b4","8","No"
"0x1e5ecea2ac829b56c79ea3c748b0cb4828b9553e","7.87401574","No"
"0x89e1c005f0f495623e5ca2de69e2613a9750d6f4","7.48708963","No"
"0x3ebd22b15603b98e26ed81b23ce2530269402753","6.57427592","No"
