address,in_degree,out_degree
0x17200399f4f3d7ef40773aec553fd4aea0e2734e,1,1
0x0a1d19998ad8829b6944ba9d6bfd8ffd47440b79,1,1
0x73ec75a02a242e5dcfe198ed1a39db58e9658924,1,0
0x8ebd10fe696288c6ed1e024064fdf54541aa63e0,1,1
0xab9d3c8e7132e80bce2968e3f745a51344b2c9c8,2,1
0xdc6a4e61d550037a549e567e6a1e18519ce84b3c,1,0
0x12f09bd87596327077f6f9d4b0d6d0f6b05f8d0e,1,1
0xa65d120c3f7de5e444b7410fd571bf76eea1a9aa,1,1
0x8ea9ba40e7c6c8cf34f40e598f6bfa436ff79421,1,1
0x4ffd42d2fc86991180925811eb1f66824ccdf1eb,1,0
0x945dd0eaca3ca61a60cf61ec7939466d673a75b0,4,1
0x0666cd77aa2fb137399de86accd48b1b7af8e31d,1,1
0x78698998a1a4d4b0d8f946e54f7c2859a64ba411,1,1
0xa04a27fa76cfb85437823324b198d711d1f76adb,1,1
0xb2b2d35e5a29556b46c53c83c11e6e2babcced55,1,1
0xc982dec7ef824b42b11f5e59d3cd7c5ed9b5937b,1,1
0x1298f0371137bdf0e4456718c17f1c889dc2f160,1,0
0x5ab97bab4f9484dece98bcbff17247c4833b3bca,1,1
0x1de4ca529bb830629dbbd9358afc8fb77bdd3ce0,1,1
0x3703ecd603825db0a6fc53d0c4d3c2a7f1cc327c,1,1
0xab2973c890788a8831c645e9e1960e3f4a4fd8f9,1,0
0xfc0b35cf12cc6a8228156f353ab56d7a949e2c1a,1,1
0x78a55b9b3bbeffb36a43d9905f654d2769dc55e8,1,0
0x5ab9d116a53ef41063e3eae26a7ebe736720e9ba,2,3
0x31a4e449238547158a55558024e08234e574cc35,1,2
0xd86e2d30c60c9343ff266b052d9ee6537c21dcd7,1,1
0x4f30be41b60e34c242c0b776ea4995478cadbf9b,1,2
0x1b1f28e94cb759495af8aea0f2ea366f35e88d15,1,1
0x6458f999e595d3bda5692db9df011ccd4ab13a96,1,1
0x1413abdb070df22991e45be92e13c6381d84637f,1,1
0x5d4724b08978488deb9422648909fefcd85e34ab,3,2
0xbc9a442a8f6d984654b720d17131d5c75eed501a,1,1
0x336bc387b869d5decb12499cf2368094d2e1bccf,1,0
0xce62a599943a8fb6e78605a7d60f72484f3429d3,1,1
0x035a3b55e87a8fcae2c711f5bb0fe787ada3bff6,1,1
0xf034c03309d3c2eda3aa33855c25d9336448cb89,1,1
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,1,0
0xc2c250909e0614ad410dc8eff0a4bfa6fb41fda8,0,1
0x42e0bfef1dfb1bb3254391419260837a38ede5ba,1,1
0x24f78a8dc04946733b47956e7786905042fac4d9,1,1
0x4c972e8217934814e9b1810b20e2637262a6bf7b,1,1
0x8b820325ec2976995eaa4b4bbfc78f4b8b69a526,1,1
0xc12be773980b35ac7cdd743e53b07264e6079f68,1,1
0xd230ad91ddc417ac1e0e7f7ff55d3f9606c11135,1,0
0x1c67f3b0e3689dc435a7ee4b672c265be7fae89c,1,2
0x1a748ad5b635b422a99817092207150152cdef3f,1,2
0x263ba885da38ed85709b6d600b52ae15fa234ffe,1,1
0xc8f1ae3abd21705af1ce9dc883407d011425eae3,1,0
0x594e575bc155b2c9f9524b6a404ece0622be411c,1,0
0x6800069d2f9c994398184b193ca481fcacd45784,1,0
0x1e205dc6fa0137cdc9c3b7adba209a5eff558ad8,1,1
0xa09df9d5b465a67ea61ff2fe9653ffab043948de,1,1
0xf333342a6b71f2a7157a1805b1291e8bb4df691a,1,1
0xeb87eab318cb11dac67033bd1f7ddd3f3f61032d,1,1
0x097c292a766a4c94d926a3ea3619da4197e0f97c,1,1
0x7fe0f789620e55292725b82953176807674fd5d8,1,1
0x1672103caaf67d6c0c020b08c6c13162ac7cc571,1,1
0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,3,0
0x9b833b949be3b8d96da4d95fa835317833854b9f,1,1
0x59c3e5644cef1cd9b56c55c9c65a07ad9b492bbc,1,0
0xc8dc4094bb516af92cff97ad0e7b2ea5473e8ac0,1,0
0x109ef9547510438ce7fa04886bcff0e3bd16a108,2,2
0x90b7a9441207d6e150df697f40bfd955f4a2fae3,0,2
0x8ffac441295c5225609d16e0c5305c47135e227c,1,1
0x40d6ee16d0af9ff79995f37a0a310c3d64278e86,1,1
0x009c28053d44d83cbcbe39f71766c357c5b3baf1,1,0
0x7b7c9c1cccd50b0f8979ddbb47142285a6f084e9,1,0
0xb0e4b69a018b35102dc648f81542efb88744b5ef,1,1
0x2b4830b51c05e527ca739f487329b25909ea3914,1,2
0x4360b9b5bba0d67a0af7b4241d1faa7dc840fcef,1,1
0x6a83156aadaffa3bb3638eb6ad81c026c7fc96ec,1,2
0xcc836a3bdcbd6efd1d662e6dfeff41602563d98b,1,1
0x4d0bf3c6b181e719cdc50299303d65774dfb0af7,1,2
0x860bd2dba9cd475a61e6d1b45e16c365f6d78f66,1,0
0xdfcf2be109b27c083cc83c30578e20c0d49c13b8,0,2
0x24102733fbd2dc61fb6dd597238fdc2e35e53f0c,1,1
0x57f3dfd2675615978808285b74d6188caae37007,0,2
0x5e178fd2408fcc411db928e2ee8f4adade5b1232,1,1
0xb136e2c5c0762721284c93e8f0c39412d123c5bd,1,1
0xabccf19a552d55125f16d2204c16a1390c8b6f66,1,1
0xb08cec757e0d4590f71db917a5ac3419a6af76e9,1,0
0x0257b51a38a9a58fab2b3878ca590eeb4529ad7b,1,1
0x14460580e87eca84aca2e232e3762b22c58d0bfd,1,1
0x005f258acd3b57a5dd541be8c7fb733fca1b3516,2,1
0x8c5d2fc36d9a95f4b518956cd853a0eb49fcbb42,1,1
0xa3ce70fb757ca9ab44f2c89863650ff910669e28,1,1
0x0c1358e148b0d9fbcb04e6e5ac2d7c5e76bc6f22,1,0
0x905649f57ee2a6e6dc6ac27e5c3b4e6abc144d5b,1,1
0x4e3d67bc79b3df3880354f77a4a64cf008fb04e8,1,1
0x251e7391765c13911eb0c8779d6d7a15f059ecc9,1,0
0x8ab699338a1e374ade30e64baa1e583c46bc803c,1,1
0x74c5e17cae170c06482137dea33efa7ada2b55b1,1,0
0x3939d22af089bdfbb96322744234f69db1ab52f8,1,1
0x7c944cc33a48dac052cd0eaf7231d608e7b2c641,1,1
0xdb7bcd9d1300c0c9a82f099746467778926d92e1,1,1
0x29590858d84f679408cfe1ef0da5832f70045504,1,1
0x105a16d82dc03ed44d4854841fa92c545d506a13,1,0
0x299b8853484d9a9254118d18fbc44975e02a329b,1,1
0x4e36c2fc7900ae194151697a4fb0eb5367bad896,1,1
0x823d2610f83bf088c49ff96e68033623fb3882d5,1,1
0xaae6008a76923116ae5cbd44ac0db104fd69cdd2,1,1
0x488ae88c6a327834f811181912f32554c837ac8c,1,1
0x521fbd1b1f4c122b70efe77f33d0c6ffdfcfa361,1,0
0xe84afcfae319aa2d7af7fb0a6d4c6a62b277958f,2,1
0xe94d547ae7c289a3490f01491f172e24bf417be6,1,1
0x6ad04aa78703c6cde677db02e0576e39f452699f,1,1
0x1107638595fbad1d5d7951d18ccf012bfdf83b1f,1,0
0xf0ff16a56cd9a7518290aa4276e9501fdb374a46,1,0
0xbdc18553548d1ebd2c4456646b379fa8f69d61b4,1,0
0xea7bac43297fd9390b401c639c90bc5ac69f58ff,1,1
0xf187cd73ff75756e1066cb09633d00e318e658e5,1,0
0xd03103320a1e7c4ea5530442a929f14af99460ee,1,1
0x0c7a74e74242efb7ea7809b445fb66dc404fb915,1,1
0x3276fb11b67def740f06e6da8b9c508f19337cde,1,1
0x2a86f7831eb0487cecaef7e7bcacd753cf0dab4f,1,1
0xcb8eb9f660a3dc1351552a2656ccffe67321806d,1,0
0x413955c64190c035eea26c439b9cca028b2addc6,2,1
0xcc6e3fd35f034f5baa27b6e74dcb197f084a8721,2,2
0x0d52e737f3f721f99bf726584e4b8394fe838008,1,1
0xe759271c0f9541c4837d32191ee45389c320a103,1,1
0x87a07ec5507ecbecadbe379b2b9bf3ad84137d96,1,1
0xd5420f38ddc719b66608ccba2696c28fb3089fc5,1,1
0x25c0a53725975ef522953cf4ab41681af63122b9,1,1
0x3a1ca7a1bbb24b56691d86b533fd1a956373e818,1,1
0x4316be07e35336f7cec8be8b90552cf419a48777,1,1
0xedc28c302c031dba49847195562b005ef62f8617,1,1
0xad5f3a0b3e7977cab6940a276ca9f7cae65a7eb7,1,1
0x07765fe6c0a77896898a81a355fb7718b4880ed2,1,1
0xa6e90faa7b7e4ef1612396cdffaffde6459db747,3,5
0xe73ccfecf4c875c0ff8c1184a8c6ecb8d46b97a8,3,6
0x44cedc4b4d042132b908b243a77138386b13becd,1,0
0x1583993d14a84a0ef96d9adc5df71cfd6d44e4c5,1,1
0x6c28c0d38b4a0c52cdfde404f826439d5ccfbedf,1,1
0x2fa5d07546744e5275587ec85ce5fb389af068b9,1,1
0x0253c05359f253be51633e98684083aaea8f3444,1,1
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,85,101
0xc23ca051fc6ad307bb07c1b27e22391bc8f22a44,1,0
0xb3504b64b592cefd37398a4a577ff1ff73ce86da,1,1
0xe935591086680935cb1834eb63e38e26f5116224,3,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,53,52
0x742d35cc6634c0532925a3b844bc454e4438f44e,1,0
0x378cdb004aa58365215726e65700d24fa71cb163,1,1
0x8fc759f72e6bd4ac5c94c098397d780c67016022,1,1
0x884e60121e5c72f9d11f5babf8131c128e77281e,1,1
0x3b9a4310b663922a32f4a86ec174d953cc868989,1,1
0x1d15395f781e9e13bf77fc34f1663d6d3543c7fe,1,0
0x911ad8fd54ad79027aa773fe90bfdcbae0f478e6,1,1
0x6a4dd30ec3572df18190b96c3e3601adbec3f2ee,1,0
0xdca82b6e20c8844ae705d35862fb99910580bad0,1,1
0xd20bfad8cd57290b56a0460bc82e54bbd78a776a,1,1
0xfc86de197ed841140d07f5873ed8a85cab47c3c5,1,1
0xb890f6fa2c1bde94e497e6db5dcc16f8b0974b9c,1,1
0xb170e5f49bf9cae5fc20f13c6283c0f823c0a124,1,2
0xffad2b7934e04bbe969bb82bc88db1e3e49b902d,1,1
0xa76916f7affe717f48598a9ac5baf57bc89d948d,2,1
0x235b52f7766f7c4daa2b62671e2140278b3297ab,1,1
0xe096c9fbf2ea5eac222aebca44f36b2f522c2d30,1,1
0xcb956b81901660d1fae57fe37f0c8f0c820b9f98,1,1
0x660da497451b962e91e8416d643568ec71037ff8,1,1
0x12916247bafb7ab286ec0b4ce0f4fdb8052b4710,1,0
0x98a355b25d1baa16c5eaf140e58efd5f97dc2f17,1,0
0x37a88103219ac191c17fdb75c00f828c6d7ba845,1,0
0xde54982bd49f83f49069ee02ffe6c2822b8bbdf4,1,0
0x48d6bd9bdc0650ed9ff0d7237cac497104fce514,1,1
0x9a299a0f74d676afc2a021d0619c9b49eff54228,1,1
0x46210919f40abdb8c8fdd256ec3345340b82c7c4,2,1
0xd7b9c435165026b45a856fa2e25b3dcf911881d0,1,0
0x771680208ad3b3473039235d0abfbb0916a09bce,1,1
0x070276e8f480be063b662e49bca916b6fb2cc50e,1,1
0x78837430cd12406b40d1d08e189d843f59b48300,1,1
0x706602bd02b9b50195cf9108e230b17b1930af20,1,1
0xa7afb5c9d272f9f2aef3e76c2d6beb427c0528d6,1,1
0x0084666258cb74b702dad6086749aa3d606f5c43,1,1
0x8fec73020a7cf6e30cf00de12c6312fd4b755ded,1,0
0xd8399eed8b288fb796f3036dfd5af1c8eef7e6c6,1,1
0xb5fea19954528f3eb8cd88a6d4d87f9a2d555fe8,1,0
0x954b5886bbb5955946e4eab68cfa709e317c9f8f,1,1
0xf7edccb33c05a0e588d65164db0ec5a2960b1ee9,1,1
0x5af4d58b896d6a4c1619250b567a4391a683a279,1,1
0xadefe3f39eba4cc2addad395a697405456407d0a,1,1
0x74de5d4fcbf63e00296fd95d33236b9794016631,32,0
0x141fef8cd8397a390afe94846c8bd6f4ab981c48,1,1
0x03ee045d4a1e56105485d452f5c75a29eea68756,1,1
0xba7230c2e91691b1d3ad60eac22ae79337143bb5,1,1
0xdf698d600af5c1cb8e688fdfe544b6b114175708,1,1
0xc3407dd401c543ebc1f507ffaabc3f04b04bab7e,1,1
0x5e5103b2dc6007f6525f236c902b6b8df7a33faf,1,1
0xd7205e989637c7ccd44876d0c21204c5f844ef9c,2,1
0x4c7bd35e3fc91cb477346da7335b0bfae0ea62dd,1,1
0xed1096d9a2753ac587ef9592863feffb3886536d,1,1
0x9a300a5ddebf7ffc1446ee1df8b7d746850ea15b,1,1
0x718f2579ca40c258e842377ed7c6a400ac35c9eb,1,1
0xaa402468d7c9429674651351f5cd60f12b0bc0ad,1,1
0x36b8d0b7cf4e1b2d37f809c9f3e062b64a3a5ea5,1,0
0x8e7962c4efffe697889e1dd65e16efcd2265f300,1,1
0x9e3c78aaaff50dd300c653b00e00acdab12fe992,1,0
0xe5172941d2bf5503700f0cf60c6748a84668f444,1,1
0x5cce057b26105338238dbd07d40c827ea384b79f,1,1
0x70df289e0b68c95a84d57da6a8927505ff5edb00,1,1
0x26bfc9bc489186d0465054c42b9ff279662d8d44,1,0
0x60ff663a689fc6f536f985bc1a6edad6a3f548d4,1,1
0xba749dfd2d812dc456a3c86cebcaab8bc884a097,1,1
0xa6384f77c5fe5b773779e732b11ea6f4d00ab7a8,1,0
0xf35c1a691c9835e6af12c57f00089b763749496e,1,1
0xbd18f50f1e1a5719b2ed258766c142ea2145dc3a,1,1
0xf209457488bca079e79ff048eed4147a83a5e390,1,1
0xe0bc3f8aa1ffc6fa4da263e9c65bbedb4a1bacd2,1,1
0xcd7868ed37998a1f28a800bfd1a1b875a6fbcfd1,1,1
0x00b5b8bf56875281ce3ead18ccbc8af65c52fa19,1,1
0x382db0e819c9471f664c6e8370636e02cd13a651,1,1
0x4134e1cc07bac879af8d1617f2244ca519786257,1,1
0xf3e2c025fcc535d2ec47ecc82f6f762512d9415c,1,1
0x7cd6783b2a4dc16e76de7dff7b7db41be478e770,1,1
0x369b6d7eb388a4127ec044378829dd84dfab00ed,1,1
0xc4549457fb3add24a0542d12164c1d0d91bdf2ad,1,1
0x2ae49e58b489d4dbf04eb026b428096ccb872a54,1,1
0xfab547276e80cd6d3cc565bf1077e0e4f4f7702c,1,1
0x62b47863d46834fc648b3880ebdb618397a71030,1,1
0x1d5812db2461efdc9d27d2a009ec971e0ff409a8,1,1
0x83304c8173986cac904a2b22e2ed1c8e22704557,1,0
0x3fafad0a48085eec032c1b30d238bd1f484498d7,1,1
0x4a9873af9f2344deba8eb2a7e10709ce71597f0c,1,0
0xe583745b42370c414958d4b0104c45606f23a233,1,0
0x72a975989b29b63da98aeccfdcae8d60bc3698e3,1,1
0xefb50006bbbd62807be2ddaf2b6c73caf2a5647d,1,1
0xc6604602cafbe124faefd4086664ddd3b48d97a6,1,1
0xe8f4df823e60abe164587fe07e6f7819257533c7,1,1
0x27a7ba82ee6b50ac9e5beaef3abb8d95673d29e9,1,1
0x88a8f80169138ac4d6c9098c7493c9f11838e68d,1,1
0xd403cf38eb389c168c3b709a4f813f1687cf9235,2,1
0x35087d722cffa453957aefbbceec238d4dacc9ec,1,1
0x0a9a14250f0c02ac9cb9656b01cb40d66de47aa3,1,1
0x7bd8c2a15006e4b15946932385846412803fb17f,1,1
0x376482edc891d0119340924a74aa7578b67d98eb,1,0
0x3f752637be78dc4fefceb017e4456470ea77e9d6,1,1
0x77fb01c4be33ffe8e338cc7341a8e1c9075167ac,1,0
0xc42020986cd687d9bec29b34984ce3fa46bf1508,1,0
0x84cc0fbc3680fd0e868a4f0090fde2f70b365772,1,1
0xbf3f77dc01c32395be2b1d82f348b5b923c37fba,1,1
0xa1c0c60330cc521ca4c5deadfe145822559bdf0a,1,1
0x49572049144408052427dd0329c79027f40c78c7,1,1
0xa8e43cc5458b3913bdbebb835ea8200b788bc8a8,1,1
0xa8cb8926d4ff8004c73f6feda87745e1cc91c225,1,0
0x733c6946168bc9184a932f2deafbde4299841d17,1,1
0x7d8fed35fb4a869359478fbc23a0dc32f3967214,1,1
0xcdf280e3032eaebb4c85d58e454283ce0eec7044,1,0
0x79af76d47b00c22c6fe04ed0874211781129f02e,1,1
0xb565a81647e4f77a174629adea525c8d9ec69617,1,1
0x8b0b041442e32b1afb8c93220e7cda63157d1f58,1,0
0x9652b6a35a516154cdf1ff31cb3af0d0534e8658,2,1
0x576da0260daec56d8ced30536fe9fc84e7d15542,1,0
0x56c0f83550a2cbc45abf60a04685a48a73af0c47,1,1
0x6090c5b47080ce8fdf733534a51a0e935406a0ca,3,3
0x82cc7abfb7676189e98ddf9bd05793ac374011cc,1,0
0x3f10a6de0f7f505fed17f5bb2ca708990d3e68e5,1,3
0xa737ffcf54bb5990193043f53e60b9bd83f472a4,1,1
0x0016f6721d669fac3b65870ec9b533f417d615b7,1,0
0xa4d3a046aefdce260a24a615636ac5fb2468eced,1,1
0x39b9e0c4a2e3f672a241a84ed465c4d4d348689f,1,1
0x71165460ce8152d0f770889c86115b8a226a9231,1,0
0xcab613f5c43da40bf394eca3b78098cee4af0b7f,1,1
0x243e3522475483584811c74b628d9870c5aefd2a,1,1
0x2bd6d77236839b176efae474b2591653cc3c88d4,1,0
0xdedf5620bc488cd2d0f104998f2938fe25de2390,1,0
0x7b079cde0d0f30096e4ec968f92cf07339fae3e6,1,0
0xf053c5731eafb7360c3378f6b7438d0d0af2661f,0,1
0x7e4ff1876eab5655338e2b9b0dd781d346bd4a85,1,1
0x47e9e0c1f17ee2d0a28520be6eeca3041873a864,1,1
0x172b299429f7ca63cefe0cfa1d560da2623742a1,1,0
0xc3c41edfa0c98734d58192dfd257c9b7bff0f3c1,1,1
0xbf9e66352d89f3796ea07d31dc189bb7a30098c8,1,1
0x3ee08df9731019200665b389764263ce289a24d3,1,1
0x5acc1fc1c74cbd9cfce725f7ca33cd9d34709108,1,1
0xe159507f0a0aeb4237e5d131949de73f960cbc82,1,1
0x34b402519a39bafc686681235f038354ebf0f165,1,1
0xd73f237cbbe4430f4b2aca3bb9f0b71892959b10,1,0
0x2a12f82839cb681d06a1166b2c7c282e5bb4b66c,1,0
0x3707d80f491c13c3ffe3ad8610003ebc48152860,1,1
0x9fc460f445fc95aef8f48f2172e4781887406b27,1,1
0x44f4aee9bdcc9ba495e12afbcf8fc29e606460c5,1,0
0xaa506bf466b50b36bddbe067c52440a2c279bab1,1,1
0x82b4d391630e313e3ebd6d01b608385efafb8160,1,1
0x583cbca84ed57393e042e9ff8378f8a638e36839,1,0
0x50725c506bf21bb8ecaf0c2934899425cc35cdb3,1,1
0xb6bf5858b080c352b41a01ae7a6fcc4c2b4b746f,1,0
0xf31ee492993eec7934fb81cfb484ae341b962fd6,1,1
0xf4cdf783c2bd3130dfc1dff118c3ccb49dedeb98,1,1
0xbc5367ad4feb595788ecb22da3a1273f4c69e176,1,1
0xc6764839c16fc768304dbd245c9ed76367b40f22,1,0
0xb4a0da05baf0a32f92e0d7650fc2ac3620b2fc98,1,1
0x3a1558db137b416a2563cf0c97cae88a5cb9acc1,1,3
0x0037f03131cf4be554411542348904fee62eb339,1,1
0xc01216eb0e5ea9b0259e24c8346b6b0caf748636,1,1
0xa8257b4903a45c0043035e1a7ed368241672bd96,1,0
0x30188590c1fa69ce062417a7f0f0791ac1a9e6e3,1,1
0x8a332fec2a48512658dac2b7ce72d9b881878259,1,1
0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,1,1
0x6794471ebc084a4ca462c506afeabb93d9657c25,1,1
0xc0e49c51e5ba41e85cf3e7b89c2573be82af1d81,1,1
0xc7ab7c6ed66efc72ed52503626819a8d10027970,1,0
0x575ed48c3f8ec06a0e6ef7077d25ed70529eb92f,1,1
0x6025d96932d378be7d0a46343b437678a126ecca,1,1
0x7ed1e469fcb3ee19c0366d829e291451be638e59,1,2
0x082e87eba8075662f2e8fd49a64bf34a56b7a2eb,1,1
0x9b9bab1d059cb734e220a1fbf3d52e74ab9cfb4f,1,1
0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,1,0
0x36f008d980720f1976ceb6d03d6c071bedd613fe,1,1
0x1fbb1292b0cb0a1526edaed4ebcce0b67431c982,1,1
0xef9c5a20f5df71067dea39e55e3d957231930545,1,1
0x4f61e4b5537432a9b3d1d30278bdbcb3329f9606,1,1
0xbd49ec3e679cd4c4a704e10169b76d38b863ac56,1,1
0x0c1a88ad090854177465879a92088824f5ce7730,1,1
0x783ef17e370a1f9a8f15f583c36a3025aac0bcf3,1,1
0x4950f4dcf76195fc5510ce2276dbbeacbb20be5c,1,0
0x3f8f87a283186282dab77d669e15f111a4eecdd6,1,1
0x6414bdabe9c7905409e6995986150f7c43618c33,1,1
0xef43404ef7668b6d506ec04227cbb28b971e8663,1,1
0x6889d5089ac5d73daaa9a8fe0f88bf3bd2eddac8,0,1
0x71e74efa6c5a4eb8710ecc3633324f059e9daa8e,1,1
0x40a03cfd105394093c58c12fd045381e1cef8904,1,1
0x46e4539cc86521e26d4b39d47140f4fe76a47985,1,1
0xece1b3b7fa69b98ed5a44344562285ffc7e44c06,2,2
0x6bc0a4e7d71c603e7318d5f781be00efcf775076,3,1
0xf047f9396962527b982ba27711b30513661f061c,0,1
0x8e87308b5d9153b753e2dc354b5e8d26f63ede33,1,1
0x332551d63c404c35f787b7a9f5590d5edf89ee8b,1,1
0xf54560a9de2fbcbc4acf6ee52e69ed1c2158ff5e,1,1
0x20a3193d98d571027da2bf35da6bbe5a4d8141e1,1,1
0x325bc91012528d9e24b652729ab2e99b93a414b0,2,1
0x483b05b4b224427edcd1f21732d595752584ca71,1,0
0xdcec6b5548e70cc6460a21c7603e735c6880b4f2,1,1
0x9d1d854a0abf92cae1c24dfa9a1f57e0cb9ba15d,1,1
0x9694725e78735cd3afb38d003de2ba264e66b485,0,1
0xa3a6552e674c899bbbe74cdd5069be5eaece2005,1,1
0x382b4f8e16a867bbbe63d2e76e21ac6047bea751,1,0
0xd9cf532e0ccc6a4cba737542018e35e93a60bb5c,1,1
0x63744a87396350246ccefba6768a6bde3ab0f41b,1,1
0x8ba17b51a60761a59a3b2075cd8c1a55c6a6b3e0,1,1
0xda7b103df681f3c7a6dac83b5b8df66a2fb34a49,1,1
0x83ceab13ca6e2fa966af0e03aa4eaa8af7ce3c87,1,1
0xe5bd67bb9c2c90d0166939e98b9f8f930c50d9b1,1,1
0x37609c635924358be07fe80d161dc12610b63e94,1,0
0xbf759cc25f30dbea42c1ae7f4b22302a0a365a21,1,0
0x94da1928525ddd6190bd105fe93c5a15eca14505,1,1
0x6683645d9d3acabd96818ff01cc9b60ea16c1c9b,1,1
0x3b329114b245d12115845aed16404cfcf78414a1,1,0
0xe74a9de7804c9d586c9302b27434a7b285d5169d,1,0
0xff194997d2f5982ec6e4207f04d4e40254ccf241,1,1
0x95c3f96e35da32344a49fc9c11744e5eb61cb6b1,1,1
0xa36aced225a820f3149e65552a99442b73016849,1,1
0x9bd29965101e5510fbb7f6d34e1851558bd7d451,1,0
0x8acd9378f23ddfee389da5d4728254b10b6d0c3f,1,1
0x849652996b65b3ab7e3ecf1f992f0a9de213cd09,1,1
0x8d5a2ed9768c3aafcda6d508c3ff2427743b7a92,2,1
0xc75640b6221135c45ee62e2ff7cb954aaf6c0c94,1,0
0xf013af28d7b0e481da7e89536a7f2da2b10f8693,1,1
0xb1ddcdd6da4855fdc861c31626120a95837401d1,1,0
0x4e0b7750f8c466190445a7511b76f8a7e20b2f00,1,0
0xfa82f6476567146836436892bd8ff8b64d6da4d6,1,1
0x60985808c9b786d53950d4fefeda34d85d96443b,1,1
0x6ab1c87a478f816a6d1cd5f4d7d555eb291f713f,1,1
0xa925049f06c12076413ef7e3890f6c2f24f6c1c1,1,4
0x0af771e202c0be845fa4cf5e4e2448b7b19a431a,1,1
0x807f95e8bfc6c413615b6363f94f9c5c4e7d0be4,1,1
0x2a9718deff471f3bb91fa0eceab14154f150a385,1,0
0x6d18eedc83be6624fc46718195dce1b26839f4cf,1,0
0x1bd3d7539cc1f34d62a2f09ca1cfc0b81166f348,1,1
0x3d72354f1a9798406fe5493fc062d346407719ce,1,1
0x6aae8974a7a16aa1e7581e9210545eb34b7089c2,1,0
0x2786e1b98474860d1a176f1b2856cab81e9ff387,1,1
0x4bb0bb3ed47ab38680388978305db3b0f7a49077,2,1
0x84259b759aabd8122e210aa8672cf0b0f8cf09c6,1,0
0x984441735d7b3eb8e91468631fcb7469b66688c9,1,1
0xa01c7b471c7813aa7d79c40a702c3f0fdac3be10,1,0
0xa1a01666b044a7636671e86cd8f621bb23aea8a7,2,1
0x2db880c1a47f1cfb3b874054727ed57a481dd31a,1,1
0x6b5492a056b6ce37cba012f87cb25d298b9f0af5,1,1
0x3731260b87bfd76d563e8a62fd812917422bc3be,1,1
0x4686c4c3f7f243310353d27ee446fe2849ebd276,1,1
0x18f6cb19ed6af23791c50e34d9e8720c3dcb0bdf,2,1
0xc87bd0756f94dcb23f19599badb57613a48500bc,1,1
0x925ded546cf9117769b89b9a08eb2164893515f0,1,1
0x11fc849b3383ca339207f596ed02bd53eeae3d8d,1,1
0xfd9a6cd1670fe8eb4012d8abb9cdf25741a6ff04,1,1
0x446cadcf3c839d1f9bf4dd9364080bd6ddc16d43,1,0
0xdccee2af9891ec4f3a9adc4208a45b2cae7e9083,1,0
0xa3aaf6a8e15bb6528eb377d3f837b79b5e1f08eb,1,1
0x4e97ab6f270fe2fda608688088d256d37bb5c8ce,1,1
0x540e0fe16a0d364103e222c14d03230c4bb6c53f,1,1
0x444dbfb48402851a6c34a55bddf3c94b3991d12c,1,1
0xc011b733e2791fcfda852275d599694ad70022e7,1,1
0x90c515b1b5190f8582960a3bb345345a5d56a794,1,0
0x4cbdcf4df9bb1dbbb30b55261f3643f42f1c2b25,1,1
0x07683c87344c46dc75b27488492724cf840ad049,1,1
0xffceb93531b505648a3d6774b0e07154254a60a5,1,1
0x017c2b9de0e9132016d11f910c4f14c211fba161,2,1
0x024844984357118fede04bdf36ef058629c0ca70,1,1
0xa96319d9d90b15b759d4ef4437fc2434b828c9b3,1,1
0x58f38ea9451f4d33f1a7032fe9d76bcd7ecd0f12,1,0
0x40995699957d13e0b690641b100c798f43bde632,1,1
0x631ab4f5768c1beb95bf0b735e0c4b35252b993d,1,0
0x8b9955bd316ea94b02f459818854a0ea90f49ec3,2,1
0xac1550148b926b6255b808efd435f14cdaad9b9b,1,0
0x466c4a787c34d6063b5cabdb3f3571a6b25a906f,0,1
0x129099cef3e04a0087bdb74919b2b1f10806e502,1,0
0xa3a7d4f24ea1e388d66966d047ac8c051398959e,1,0
0x369ed2369e152d1ff1c8685b775a87a107e0e98c,1,1
0x8fd4276fb67c8dbdc2cacc6b334a3fafb7580afc,1,0
0x7878ef60faddb5d2d0e18a315331bb45f946d2ac,1,1
0x616c911049601ba0d4916d1cf028816d288cc786,1,1
0x70b06e150eba89da49bc21cf52e905f8085188e5,2,1
0x98113a6263254fdaec21ae07df37cea56343bd6a,1,1
0x1fb052ffe3280a57b4d06d9121d65b44d2372f03,1,0
0xd80ff6a72724fdda1d9cf98c68ee578f06611229,1,1
0xa92353c528e569a58fc09d39358b284f2af5a3d4,1,1
0x76885c4665793c21bede82cff2a1fc099bad7b4d,6,2
0x458c36de8d1ef19d1c878abbc6e5d862319d259d,1,1
0xf158069330eb58adb8d02590fb1b6f6e3b8e0c9d,2,1
0xd91c566589852cb941fd3c54b0b080b4fe52d988,1,0
0x3406acc48bba59b2f0191cdf2870c32c17f98022,1,1
0xf3d357a15ba09cd01bc98bd1c7e1a6e5e122d3e9,1,1
0xc1ae4a3c167083b624cd58cfda21a220cca13399,1,1
0x005e103c427a0a1ca4f606fce3b8bf627b092450,1,0
