address,in_degree,out_degree,total_degree
0xaae6008a76923116ae5cbd44ac0db104fd69cdd2,1,1,2
0x488ae88c6a327834f811181912f32554c837ac8c,1,1,2
0xe84afcfae319aa2d7af7fb0a6d4c6a62b277958f,2,1,3
0xe94d547ae7c289a3490f01491f172e24bf417be6,1,1,2
0x6ad04aa78703c6cde677db02e0576e39f452699f,1,1,2
0xea7bac43297fd9390b401c639c90bc5ac69f58ff,1,1,2
0xd03103320a1e7c4ea5530442a929f14af99460ee,1,1,2
0x0c7a74e74242efb7ea7809b445fb66dc404fb915,1,1,2
0x3276fb11b67def740f06e6da8b9c508f19337cde,1,1,2
0x2a86f7831eb0487cecaef7e7bcacd753cf0dab4f,1,1,2
0x413955c64190c035eea26c439b9cca028b2addc6,2,1,3
0xcc6e3fd35f034f5baa27b6e74dcb197f084a8721,2,2,4
0x0d52e737f3f721f99bf726584e4b8394fe838008,1,1,2
0xe759271c0f9541c4837d32191ee45389c320a103,1,1,2
0x87a07ec5507ecbecadbe379b2b9bf3ad84137d96,1,1,2
0xd5420f38ddc719b66608ccba2696c28fb3089fc5,1,1,2
0x25c0a53725975ef522953cf4ab41681af63122b9,1,1,2
0x3a1ca7a1bbb24b56691d86b533fd1a956373e818,1,1,2
0x4316be07e35336f7cec8be8b90552cf419a48777,1,1,2
0xedc28c302c031dba49847195562b005ef62f8617,1,1,2
0xad5f3a0b3e7977cab6940a276ca9f7cae65a7eb7,1,1,2
0x07765fe6c0a77896898a81a355fb7718b4880ed2,1,1,2
0xa6e90faa7b7e4ef1612396cdffaffde6459db747,3,5,8
0xe73ccfecf4c875c0ff8c1184a8c6ecb8d46b97a8,3,6,9
0x1583993d14a84a0ef96d9adc5df71cfd6d44e4c5,1,1,2
0x6c28c0d38b4a0c52cdfde404f826439d5ccfbedf,1,1,2
0x2fa5d07546744e5275587ec85ce5fb389af068b9,1,1,2
0x0253c05359f253be51633e98684083aaea8f3444,1,1,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,85,101,186
0xb3504b64b592cefd37398a4a577ff1ff73ce86da,1,1,2
0xe935591086680935cb1834eb63e38e26f5116224,3,1,4
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,53,52,105
0x378cdb004aa58365215726e65700d24fa71cb163,1,1,2
0x8fc759f72e6bd4ac5c94c098397d780c67016022,1,1,2
0x884e60121e5c72f9d11f5babf8131c128e77281e,1,1,2
0x3b9a4310b663922a32f4a86ec174d953cc868989,1,1,2
0x911ad8fd54ad79027aa773fe90bfdcbae0f478e6,1,1,2
0xdca82b6e20c8844ae705d35862fb99910580bad0,1,1,2
0xd20bfad8cd57290b56a0460bc82e54bbd78a776a,1,1,2
0xfc86de197ed841140d07f5873ed8a85cab47c3c5,1,1,2
0xb890f6fa2c1bde94e497e6db5dcc16f8b0974b9c,1,1,2
0xb170e5f49bf9cae5fc20f13c6283c0f823c0a124,1,2,3
0xffad2b7934e04bbe969bb82bc88db1e3e49b902d,1,1,2
0xa76916f7affe717f48598a9ac5baf57bc89d948d,2,1,3
0x235b52f7766f7c4daa2b62671e2140278b3297ab,1,1,2
0xe096c9fbf2ea5eac222aebca44f36b2f522c2d30,1,1,2
0xcb956b81901660d1fae57fe37f0c8f0c820b9f98,1,1,2
0x660da497451b962e91e8416d643568ec71037ff8,1,1,2
0x48d6bd9bdc0650ed9ff0d7237cac497104fce514,1,1,2
0x9a299a0f74d676afc2a021d0619c9b49eff54228,1,1,2
0x46210919f40abdb8c8fdd256ec3345340b82c7c4,2,1,3
0x771680208ad3b3473039235d0abfbb0916a09bce,1,1,2
0x070276e8f480be063b662e49bca916b6fb2cc50e,1,1,2
0x78837430cd12406b40d1d08e189d843f59b48300,1,1,2
0x706602bd02b9b50195cf9108e230b17b1930af20,1,1,2
0xa7afb5c9d272f9f2aef3e76c2d6beb427c0528d6,1,1,2
0x0084666258cb74b702dad6086749aa3d606f5c43,1,1,2
0xd8399eed8b288fb796f3036dfd5af1c8eef7e6c6,1,1,2
0x954b5886bbb5955946e4eab68cfa709e317c9f8f,1,1,2
0xf7edccb33c05a0e588d65164db0ec5a2960b1ee9,1,1,2
0x5af4d58b896d6a4c1619250b567a4391a683a279,1,1,2
0xadefe3f39eba4cc2addad395a697405456407d0a,1,1,2
0x74de5d4fcbf63e00296fd95d33236b9794016631,32,0,32
0x141fef8cd8397a390afe94846c8bd6f4ab981c48,1,1,2
0x03ee045d4a1e56105485d452f5c75a29eea68756,1,1,2
0xba7230c2e91691b1d3ad60eac22ae79337143bb5,1,1,2
0xdf698d600af5c1cb8e688fdfe544b6b114175708,1,1,2
0xc3407dd401c543ebc1f507ffaabc3f04b04bab7e,1,1,2
0x5e5103b2dc6007f6525f236c902b6b8df7a33faf,1,1,2
0xd7205e989637c7ccd44876d0c21204c5f844ef9c,2,1,3
0x4c7bd35e3fc91cb477346da7335b0bfae0ea62dd,1,1,2
0xed1096d9a2753ac587ef9592863feffb3886536d,1,1,2
0x9a300a5ddebf7ffc1446ee1df8b7d746850ea15b,1,1,2
0x718f2579ca40c258e842377ed7c6a400ac35c9eb,1,1,2
0xaa402468d7c9429674651351f5cd60f12b0bc0ad,1,1,2
0x8e7962c4efffe697889e1dd65e16efcd2265f300,1,1,2
0xe5172941d2bf5503700f0cf60c6748a84668f444,1,1,2
0x5cce057b26105338238dbd07d40c827ea384b79f,1,1,2
0x70df289e0b68c95a84d57da6a8927505ff5edb00,1,1,2
0x60ff663a689fc6f536f985bc1a6edad6a3f548d4,1,1,2
0xba749dfd2d812dc456a3c86cebcaab8bc884a097,1,1,2
0xf35c1a691c9835e6af12c57f00089b763749496e,1,1,2
0xbd18f50f1e1a5719b2ed258766c142ea2145dc3a,1,1,2
0xf209457488bca079e79ff048eed4147a83a5e390,1,1,2
0xe0bc3f8aa1ffc6fa4da263e9c65bbedb4a1bacd2,1,1,2
0xcd7868ed37998a1f28a800bfd1a1b875a6fbcfd1,1,1,2
0x00b5b8bf56875281ce3ead18ccbc8af65c52fa19,1,1,2
0x382db0e819c9471f664c6e8370636e02cd13a651,1,1,2
0x4134e1cc07bac879af8d1617f2244ca519786257,1,1,2
0xf3e2c025fcc535d2ec47ecc82f6f762512d9415c,1,1,2
0x7cd6783b2a4dc16e76de7dff7b7db41be478e770,1,1,2
0x369b6d7eb388a4127ec044378829dd84dfab00ed,1,1,2
0xc4549457fb3add24a0542d12164c1d0d91bdf2ad,1,1,2
0x2ae49e58b489d4dbf04eb026b428096ccb872a54,1,1,2
0xfab547276e80cd6d3cc565bf1077e0e4f4f7702c,1,1,2
0x62b47863d46834fc648b3880ebdb618397a71030,1,1,2
0x1d5812db2461efdc9d27d2a009ec971e0ff409a8,1,1,2
0x3fafad0a48085eec032c1b30d238bd1f484498d7,1,1,2
0x72a975989b29b63da98aeccfdcae8d60bc3698e3,1,1,2
0xefb50006bbbd62807be2ddaf2b6c73caf2a5647d,1,1,2
0xc6604602cafbe124faefd4086664ddd3b48d97a6,1,1,2
0xe8f4df823e60abe164587fe07e6f7819257533c7,1,1,2
0x27a7ba82ee6b50ac9e5beaef3abb8d95673d29e9,1,1,2
0x88a8f80169138ac4d6c9098c7493c9f11838e68d,1,1,2
0xd403cf38eb389c168c3b709a4f813f1687cf9235,2,1,3
0x35087d722cffa453957aefbbceec238d4dacc9ec,1,1,2
0x0a9a14250f0c02ac9cb9656b01cb40d66de47aa3,1,1,2
0x7bd8c2a15006e4b15946932385846412803fb17f,1,1,2
0x3f752637be78dc4fefceb017e4456470ea77e9d6,1,1,2
0x84cc0fbc3680fd0e868a4f0090fde2f70b365772,1,1,2
0xbf3f77dc01c32395be2b1d82f348b5b923c37fba,1,1,2
0xa1c0c60330cc521ca4c5deadfe145822559bdf0a,1,1,2
0x49572049144408052427dd0329c79027f40c78c7,1,1,2
0xa8e43cc5458b3913bdbebb835ea8200b788bc8a8,1,1,2
0x733c6946168bc9184a932f2deafbde4299841d17,1,1,2
0x7d8fed35fb4a869359478fbc23a0dc32f3967214,1,1,2
0x79af76d47b00c22c6fe04ed0874211781129f02e,1,1,2
0xb565a81647e4f77a174629adea525c8d9ec69617,1,1,2
0x9652b6a35a516154cdf1ff31cb3af0d0534e8658,2,1,3
0x56c0f83550a2cbc45abf60a04685a48a73af0c47,1,1,2
0x6090c5b47080ce8fdf733534a51a0e935406a0ca,3,3,6
0x3f10a6de0f7f505fed17f5bb2ca708990d3e68e5,1,3,4
0xa737ffcf54bb5990193043f53e60b9bd83f472a4,1,1,2
0xa4d3a046aefdce260a24a615636ac5fb2468eced,1,1,2
0x39b9e0c4a2e3f672a241a84ed465c4d4d348689f,1,1,2
0xcab613f5c43da40bf394eca3b78098cee4af0b7f,1,1,2
0x243e3522475483584811c74b628d9870c5aefd2a,1,1,2
0x7e4ff1876eab5655338e2b9b0dd781d346bd4a85,1,1,2
0x47e9e0c1f17ee2d0a28520be6eeca3041873a864,1,1,2
0xc3c41edfa0c98734d58192dfd257c9b7bff0f3c1,1,1,2
0xbf9e66352d89f3796ea07d31dc189bb7a30098c8,1,1,2
0x3ee08df9731019200665b389764263ce289a24d3,1,1,2
0x5acc1fc1c74cbd9cfce725f7ca33cd9d34709108,1,1,2
0xe159507f0a0aeb4237e5d131949de73f960cbc82,1,1,2
0x34b402519a39bafc686681235f038354ebf0f165,1,1,2
0x3707d80f491c13c3ffe3ad8610003ebc48152860,1,1,2
0x9fc460f445fc95aef8f48f2172e4781887406b27,1,1,2
0xaa506bf466b50b36bddbe067c52440a2c279bab1,1,1,2
0x82b4d391630e313e3ebd6d01b608385efafb8160,1,1,2
0x50725c506bf21bb8ecaf0c2934899425cc35cdb3,1,1,2
0xf31ee492993eec7934fb81cfb484ae341b962fd6,1,1,2
0xf4cdf783c2bd3130dfc1dff118c3ccb49dedeb98,1,1,2
0xbc5367ad4feb595788ecb22da3a1273f4c69e176,1,1,2
0xb4a0da05baf0a32f92e0d7650fc2ac3620b2fc98,1,1,2
0x3a1558db137b416a2563cf0c97cae88a5cb9acc1,1,3,4
0x0037f03131cf4be554411542348904fee62eb339,1,1,2
0xc01216eb0e5ea9b0259e24c8346b6b0caf748636,1,1,2
0x30188590c1fa69ce062417a7f0f0791ac1a9e6e3,1,1,2
0x8a332fec2a48512658dac2b7ce72d9b881878259,1,1,2
0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,1,1,2
0x6794471ebc084a4ca462c506afeabb93d9657c25,1,1,2
0xc0e49c51e5ba41e85cf3e7b89c2573be82af1d81,1,1,2
0x575ed48c3f8ec06a0e6ef7077d25ed70529eb92f,1,1,2
0x6025d96932d378be7d0a46343b437678a126ecca,1,1,2
0x7ed1e469fcb3ee19c0366d829e291451be638e59,1,2,3
0x082e87eba8075662f2e8fd49a64bf34a56b7a2eb,1,1,2
0x9b9bab1d059cb734e220a1fbf3d52e74ab9cfb4f,1,1,2
0x36f008d980720f1976ceb6d03d6c071bedd613fe,1,1,2
0x1fbb1292b0cb0a1526edaed4ebcce0b67431c982,1,1,2
0xef9c5a20f5df71067dea39e55e3d957231930545,1,1,2
0x4f61e4b5537432a9b3d1d30278bdbcb3329f9606,1,1,2
0xbd49ec3e679cd4c4a704e10169b76d38b863ac56,1,1,2
0x0c1a88ad090854177465879a92088824f5ce7730,1,1,2
0x783ef17e370a1f9a8f15f583c36a3025aac0bcf3,1,1,2
0x3f8f87a283186282dab77d669e15f111a4eecdd6,1,1,2
0x6414bdabe9c7905409e6995986150f7c43618c33,1,1,2
0xef43404ef7668b6d506ec04227cbb28b971e8663,1,1,2
0x71e74efa6c5a4eb8710ecc3633324f059e9daa8e,1,1,2
0x40a03cfd105394093c58c12fd045381e1cef8904,1,1,2
0x46e4539cc86521e26d4b39d47140f4fe76a47985,1,1,2
0xece1b3b7fa69b98ed5a44344562285ffc7e44c06,2,2,4
0x6bc0a4e7d71c603e7318d5f781be00efcf775076,3,1,4
0x8e87308b5d9153b753e2dc354b5e8d26f63ede33,1,1,2
0x332551d63c404c35f787b7a9f5590d5edf89ee8b,1,1,2
0xf54560a9de2fbcbc4acf6ee52e69ed1c2158ff5e,1,1,2
0x20a3193d98d571027da2bf35da6bbe5a4d8141e1,1,1,2
0x325bc91012528d9e24b652729ab2e99b93a414b0,2,1,3
0xdcec6b5548e70cc6460a21c7603e735c6880b4f2,1,1,2
0x9d1d854a0abf92cae1c24dfa9a1f57e0cb9ba15d,1,1,2
0xa3a6552e674c899bbbe74cdd5069be5eaece2005,1,1,2
0xd9cf532e0ccc6a4cba737542018e35e93a60bb5c,1,1,2
0x63744a87396350246ccefba6768a6bde3ab0f41b,1,1,2
0x8ba17b51a60761a59a3b2075cd8c1a55c6a6b3e0,1,1,2
0xda7b103df681f3c7a6dac83b5b8df66a2fb34a49,1,1,2
0x83ceab13ca6e2fa966af0e03aa4eaa8af7ce3c87,1,1,2
0xe5bd67bb9c2c90d0166939e98b9f8f930c50d9b1,1,1,2
0x94da1928525ddd6190bd105fe93c5a15eca14505,1,1,2
0x6683645d9d3acabd96818ff01cc9b60ea16c1c9b,1,1,2
0xff194997d2f5982ec6e4207f04d4e40254ccf241,1,1,2
0x95c3f96e35da32344a49fc9c11744e5eb61cb6b1,1,1,2
0xa36aced225a820f3149e65552a99442b73016849,1,1,2
0x8acd9378f23ddfee389da5d4728254b10b6d0c3f,1,1,2
0x849652996b65b3ab7e3ecf1f992f0a9de213cd09,1,1,2
0x8d5a2ed9768c3aafcda6d508c3ff2427743b7a92,2,1,3
0xf013af28d7b0e481da7e89536a7f2da2b10f8693,1,1,2
0xfa82f6476567146836436892bd8ff8b64d6da4d6,1,1,2
0x60985808c9b786d53950d4fefeda34d85d96443b,1,1,2
0x6ab1c87a478f816a6d1cd5f4d7d555eb291f713f,1,1,2
0xa925049f06c12076413ef7e3890f6c2f24f6c1c1,1,4,5
0x0af771e202c0be845fa4cf5e4e2448b7b19a431a,1,1,2
0x807f95e8bfc6c413615b6363f94f9c5c4e7d0be4,1,1,2
0x1bd3d7539cc1f34d62a2f09ca1cfc0b81166f348,1,1,2
0x3d72354f1a9798406fe5493fc062d346407719ce,1,1,2
0x2786e1b98474860d1a176f1b2856cab81e9ff387,1,1,2
0x4bb0bb3ed47ab38680388978305db3b0f7a49077,2,1,3
0x984441735d7b3eb8e91468631fcb7469b66688c9,1,1,2
0xa1a01666b044a7636671e86cd8f621bb23aea8a7,2,1,3
0x2db880c1a47f1cfb3b874054727ed57a481dd31a,1,1,2
0x6b5492a056b6ce37cba012f87cb25d298b9f0af5,1,1,2
0x3731260b87bfd76d563e8a62fd812917422bc3be,1,1,2
0x4686c4c3f7f243310353d27ee446fe2849ebd276,1,1,2
0x18f6cb19ed6af23791c50e34d9e8720c3dcb0bdf,2,1,3
0xc87bd0756f94dcb23f19599badb57613a48500bc,1,1,2
0x925ded546cf9117769b89b9a08eb2164893515f0,1,1,2
0x11fc849b3383ca339207f596ed02bd53eeae3d8d,1,1,2
0xfd9a6cd1670fe8eb4012d8abb9cdf25741a6ff04,1,1,2
0xa3aaf6a8e15bb6528eb377d3f837b79b5e1f08eb,1,1,2
0x4e97ab6f270fe2fda608688088d256d37bb5c8ce,1,1,2
0x540e0fe16a0d364103e222c14d03230c4bb6c53f,1,1,2
0x444dbfb48402851a6c34a55bddf3c94b3991d12c,1,1,2
0xc011b733e2791fcfda852275d599694ad70022e7,1,1,2
0x4cbdcf4df9bb1dbbb30b55261f3643f42f1c2b25,1,1,2
0x07683c87344c46dc75b27488492724cf840ad049,1,1,2
0xffceb93531b505648a3d6774b0e07154254a60a5,1,1,2
0x017c2b9de0e9132016d11f910c4f14c211fba161,2,1,3
0x024844984357118fede04bdf36ef058629c0ca70,1,1,2
0xa96319d9d90b15b759d4ef4437fc2434b828c9b3,1,1,2
0x40995699957d13e0b690641b100c798f43bde632,1,1,2
0x8b9955bd316ea94b02f459818854a0ea90f49ec3,2,1,3
0x369ed2369e152d1ff1c8685b775a87a107e0e98c,1,1,2
0x7878ef60faddb5d2d0e18a315331bb45f946d2ac,1,1,2
0x616c911049601ba0d4916d1cf028816d288cc786,1,1,2
0x70b06e150eba89da49bc21cf52e905f8085188e5,2,1,3
0x98113a6263254fdaec21ae07df37cea56343bd6a,1,1,2
0xd80ff6a72724fdda1d9cf98c68ee578f06611229,1,1,2
0xa92353c528e569a58fc09d39358b284f2af5a3d4,1,1,2
0x76885c4665793c21bede82cff2a1fc099bad7b4d,6,2,8
0x458c36de8d1ef19d1c878abbc6e5d862319d259d,1,1,2
0xf158069330eb58adb8d02590fb1b6f6e3b8e0c9d,2,1,3
0x3406acc48bba59b2f0191cdf2870c32c17f98022,1,1,2
0xf3d357a15ba09cd01bc98bd1c7e1a6e5e122d3e9,1,1,2
0xc1ae4a3c167083b624cd58cfda21a220cca13399,1,1,2
0xdf6a546fcfddd424c938804cf5026fbaaeb9c2cb,1,1,2
0x3d64d889125b723b5b6f26c0bb46428054f1ccaf,1,1,2
0x01d87729ede11f01012df91798aea491c31413bd,1,1,2
0x9d8260667168efa7cecad815b6f970b99ece4dc4,1,1,2
0x86215b03a5f28633c0bd73be308590da72b25440,2,1,3
0x0494ec273ef3c44095dd8d858e95ed788f0b255d,2,1,3
0x40e336e8067d245df450659605f3a8e2c8284e6e,1,1,2
0x973a315fa646d7509106e27eea674ec8560d424e,1,1,2
0xf3fbeaccd1802ed17e578935028df583f00107f3,1,1,2
0xf00b465707d5c78e286fd44664e70a4bea88826c,1,1,2
0x1db5c86cea99a8685210970ec12a545bf7a4128b,1,1,2
0x8eb06787ce3e1e390a90643aaeadf99fcbcd61e4,1,1,2
0xe4de1f9c05f8b240ccd2374b61ac67cb567e5907,1,1,2
0x179924d3382c742faf7fef6dfc68b8a84e58b5e8,1,1,2
0x3beaa69a2efb91fd45c4431fde363d5c25da8d5b,1,1,2
0xb7d145eabd8ae9f7d90bf95183abf803f26adc02,1,1,2
0x82d4a616ccae93387c9f32a52982fd037c298a23,1,1,2
0x781b3a8ef5be3252596061477376e72e8274600e,1,1,2
0xf2b6a6fe31b7a3a0b5aac20a6dc178228860e236,1,1,2
0x349ee2afc96a25666e3ef9a2fcebc51387424649,1,1,2
0x46b7d0444f684482a342426e1516e54ccca410f5,1,1,2
0xfe37736726bcbb7ec714835f7464cdca31b7601b,1,1,2
0x6b67b2a6f42faec0050dd1e396952a90b6bf25b9,1,1,2
0x9ecbb3f346d7a0cdb4d80ca096787366bbe78395,1,1,2
0xf1181727cab6b9754321b8fc3f40e99c3dad7925,1,1,2
0x9461adf492ba31545e18c5e79237874786a11209,1,1,2
0x79cd99f6e57f1a231deb53d9e6780f7d3c09c5a6,1,1,2
0x325e300a9424b11c03aa79a1c4af7899a976d7b3,1,1,2
0x404adc660bfba5dfaac0089f2f0de566e7c24b20,1,1,2
0xa40cb1f7964d0f74602c25cc7216ac5cf7a02b93,1,1,2
0x45b7ed7b87aabe8cc19507f71a5aac7267695a87,1,1,2
0xbebf58f58ad16dccb5cab024282a5e08cb4c0b88,1,1,2
0x6190fe06b770b1d5d7efb3f66630b5c2149cd436,1,1,2
0x2406317413f5d5811f3b84990b29a01caff6c793,1,2,3
0xb4576032ea2fee15e73f0343968e00b06601a87c,1,1,2
0x9d4777b89b33cf67c45cb19e9e4518d5c94a8d97,1,1,2
0x8d0508d76456238ee60c91899ab7edc0c56ac3f9,1,1,2
0xe888b31059f7f3bac548bdd49920fb5cd18f166d,1,1,2
0x5c632e6ffdcb853cb3ac40bcb9801aa5ab821474,1,1,2
0x9f24c3f4fd585fcb84e57d0ec5761f46b9383a87,1,1,2
0x9b7e7faa37ac3c3622f5ebd927cca43288ada7a5,1,1,2
0xce4935fcaf6f4a672920461619cca1e85f1ba83a,1,1,2
0xdca010f1a3c9bcbe13a79ef7288a87600489f4c4,1,1,2
0x9ddc502c8bb5a06d683ad55a0e79221f98e5b86f,1,1,2
0x385815273653b423136653387c5d7fe817039507,1,1,2
0x35a45acc0f4c2ce6b8de8cbf3801199f8816ed20,1,1,2
0x469325ff9c63548eebfd1a0fb6cab04554526eb1,1,1,2
0x6826b98828616012a25d086c2eb9ee35e7c37cc7,1,1,2
0x5d3fce9897cd4928ab9f42289bb48a0d35f319b9,1,1,2
0x836d83226ae22e772fc3aa2c87a1445dce4706ac,1,1,2
0xce279b25e483621d338fdc09c2a4ed9823a192ab,1,1,2
0xe2c643fd3d397f9fcf39c72dbc1c8597eb5f45c1,1,1,2
0xbdfae473eddd87119d29c72ced3340b0e4f66cbf,1,1,2
0x1f179e5ab76252f3923e1ebfd18ddec33070d890,1,1,2
0x95bf267f907d494b6367dce168b4551363c28d6c,1,1,2
0x04cc6ec928e4b243438a2f3ecb1c895025e8d77c,1,1,2
0xb8305a3e7b213274557b4b5b1fb2da44e28fcd79,1,1,2
0x11a1c8f867643289d6e244d1a6cea5be16c1565d,1,1,2
0xc9e7c49103fdeacc75c91f0506f412c2e2875d22,1,1,2
0x362e68731df88d01cd690116ab1d8be0e490aba5,1,1,2
0x861f1da081407744617a6a4190f7eddb832a65ed,1,1,2
0x9e59df7464420e9d0c982bb837b5213c0e0d5c86,1,1,2
0xbda420aa37e4f1bfe2a3e4741dd5b36bc3c7334d,1,3,4
0x600166f6965dd524ff7eb67a64b6498f7a87ba84,1,1,2
0xab5cc6e98a3cc6849c14fa8eb636e0f08b3502e1,1,1,2
0xa78e65c53b7999657cf22ac419e530302b2ae0e9,1,1,2
0xc8f42e18738fdabc2d39a35f01b94c285091c778,1,1,2
0xed5896728b07992c836b1b9ade914ff53768d7b4,2,1,3
0xdc699378921d000ec183a3ad647c67929bd556b8,1,1,2
0x14098116a4bfde637ae17b3654d56270a0ace66b,1,1,2
0x8d1f2e641ac39c530a0ac0bc0c8c9ffc6c744965,1,1,2
0xaffb622d6dd77e750d67bd213d37526275eab226,1,1,2
0xc0845dd58f967ed58db01183a48d915d8c3b2f6f,1,1,2
0xc0ad8dbd717e5ad235b4f964c6376c4ed6f6786d,1,1,2
0x18e3f1786acc10c69f00573ed2ebdeaf241fcf6d,1,1,2
0xfc34e0c170ceb33e11b833d998e2b9f2f31617a5,1,1,2
0x27f246c1ffefc2967c0dbb6eda9e0028d26b97e7,1,1,2
0xc0682a67893585ce77cc0111c25dce8d80ed4c79,1,1,2
0x876785495defe515257d25269c7487b5139d635e,1,1,2
0xa99b20c140d18749ddd73cd878a10abb8ee5ea0d,1,1,2
0xa5f5b412d2c81c09f38b6b21d5475bd399a004e9,2,2,4
0x0b614b64713da24aec97c1ea7a471ecba3f45658,1,1,2
0x69b62b45b74e65ea884b3e0c006116b35716c55d,1,1,2
0x11b53d1dac74f1038a63e12651e5c4341fc19d5f,1,1,2
0xbfe27718af6a33ad9ab2a86d4855b97c08f91e6e,1,1,2
0x0eddd215e6b2a7ea600ab2806395e8df913adf19,1,1,2
0xd1f8df3e158e93e9bae00bb8b0f78485ea816862,1,1,2
0x41fd593bcda5600400be691ca0263da6f4121b62,1,1,2
0xe362ebdac98f4afc684ef37ee73cd9b3c03bdd38,1,1,2
0x363491340f65969c8d9ec1e541b24fe167c0b26a,1,1,2
0x76060a4dfa2bd42d9f217779f8acd7a2af8cef48,2,0,2
0x3c15fafe0f41513550ba9862a0d573bb3202adfc,1,1,2
0x5dec2f45b7ee5e2cc23d74b87c1eb8887e45cee1,1,1,2
0x6a864999a58b0fbc22cd69a2e2bfc89b6d34e2c4,1,1,2
0x1114757876b8a62cad59e87ca0961c4708da0dff,1,1,2
0x50fd571499c36c42e87b7311f991498dcdac14e8,1,1,2
0x239ce6d4e4cc910261bedf95edbbddeb00848982,2,1,3
0x4031f69dd19a621bdebb4350ca072c5017750aab,2,1,3
0x0a4d85a8f4be63d2e69848952d0f0077dc81b7eb,1,1,2
0x8df252da894db4ab205c1b4b8769eec0522f49af,1,2,3
0x49cd9ed978b2a2b9719425280b5f994beeaeacd6,4,1,5
0xed57abec694214df5382a5dcd241f14ec0cf9a86,3,1,4
0x2543ad7434c788f7913d6701403848ee0e1f9062,1,1,2
0xc8e196c813a075b4fb80cbf68da5dbc988a8997d,2,1,3
0x29721e353141729f746951f5a0a1e8a554c41a8b,1,1,2
0x8b4a58c83fbeb55413a30872cc2962bcc2c15840,1,1,2
0x057859428738bbfb06eaeb978d22d2a98b986897,1,1,2
0xfd46ed5e385aa923c89d53fb7827b35d08f959c5,1,1,2
0x99aa90c6f2131a7b4698857a615e747854e2e891,3,1,4
0x0f8f6bfb49d5ccfc09e30118a9243ba56b90e98d,1,1,2
0x58ace26b8d0e57698de3c90012ef44c3159a28c4,1,1,2
0x3e959300fdd213d273ed1e72b246af1a66b71fbf,1,1,2
0x0e88ecea733137477ad7fae16b3d22a3e7eb975b,2,1,3
0x7ee277a3b038ca81cd0d774b2f41fa6a3d3c807e,1,1,2
0x142b5131568a095ff12eaecc6e7fd2e94e049917,1,1,2
0xa13a1bf5d103093de2f0601c546ca3071140410f,1,1,2
0x8bbcd5ff10cce0aaea3c3aa5b645165962da6a4c,1,1,2
0xd78a2b81e75c963e2aed79e027bb05c3f352a936,1,1,2
0xc7573dc6ecd11a5b6f5da6037b2cfeb9132a413e,1,1,2
0x8e78034c898e88968498fccb2e2809b397cc7d33,1,1,2
0x0781b718ff284f8c2a40bae1274751de45593e10,1,1,2
0x5687b652f24ecc54b095f2c19ea336b38a10b730,1,1,2
0x14ead4f56dda5c0c23ccd8e4869175894de79523,1,1,2
0xadec957f16069d47426cb3bd39c12c1ac0d9dfe4,1,1,2
0xa16c4cc55edea5dfae4c3f3943302b86455c641f,1,1,2
0xf1b2bd93c979930b158fbbf02ff51c972760128e,1,1,2
0xa5d2c0eb87a8c6d7ae6f2aa8a52cb2b6ae643bad,3,2,5
0x504ca9804704be2af5b4ff9587ae6151c9f03833,1,1,2
0xb810fd9921cca90c60f2d2a91beb13ad82a81d88,1,1,2
0x00000000003b3cc22af3ae1eac0440bcee416b40,1,1,2
0xcfbc21465014cd23762cef3197cfefa91f05f4e3,1,1,2
0x200e7c0d1fe0a58c846d393158c35ba5d60afc72,1,1,2
0xb28de84bd7cf6541060b90787d5e81c7039600d2,1,1,2
0x2831643328b1f0dd422d8940f9eb64b8552373df,1,1,2
0x7809ca96adb17c9e2094ee6ebdbfa40fa1519003,1,1,2
0xada8081520025ef10b1c7098eff087e234619c72,1,1,2
0xc00cda0b6450bd6b2c49a14a010eaf5ab63c6260,1,1,2
0x554a39173b383d82fc5209bd6d659dcee929c398,1,1,2
0xe25b1639280c7e4ad544b248a4c3b6728a7eb5a1,1,1,2
0x21f158648620fd1963477a2755bd7afb3400085c,1,1,2
0x155d14e94977ee56f04771a0916aec7d6f65c70a,1,2,3
0x66767c9fb3503bd95f4949cbba1b406bcf4a91b6,1,1,2
0x10d79b7737aee4a0e59109fd2430d8653480754c,1,1,2
0x04ee90c2c833f199a83e6be8bc1781d69b75c3f3,1,1,2
0x65ffa153fafc10848eb2d1be4a493ad4e3100832,1,1,2
0x6f1aed3800294777e0d345466c0cf19929a2ecb0,1,1,2
0xb46dac5a86b9c0eedef9a23b8c726a6c26744d15,1,1,2
0x9bf9a944613aa1b14f11edfb6ff1f9b27065c952,1,1,2
0x3b53689b5a0d8883b11fb8e3198b0d95be3f8d5b,1,1,2
0x14bb8e342c439689c600c95dbad5e26b5de29411,1,1,2
0xa9d380df271b71cb01f2b92a0c1e141647398972,1,1,2
0x4e57e1c8bf4d522096af0f907e9cd03b6828eced,1,1,2
0xcf4b5a04eba77eda7c9365d1ae234f5956343264,1,1,2
0x59faaff89c218669ad821a493be23d2e77e90285,1,1,2
0x024ddc0a6f454d1bb5e4dda12c70ed80c0daac3c,2,1,3
0xdc3814f39c6b84f117da7b8b77f0bb12c4641cb2,1,1,2
